subjectID,list_number,alternation,item_number,utterance,question,alt_tag,syntax_interpretation,answer,day,time,
A2HSCKH5NKN5LP,4,filler,34,A bystander was rescued by the fireman in the nick of time.,Did the fireman rescue someone/something?,f14,Yes,Yes,3/8/2015,4:06,
A2HSCKH5NKN5LP,4,filler,31,The colonel was knighted by the queen because of his loyalty.,Did the queen knight someone/something?,f11,Yes,Yes,3/8/2015,4:06,
A2HSCKH5NKN5LP,4,filler,51,The performer lifted the acrobat onto her shoulders gracefully.,Did the acrobat receive someone/something?,f31,No,No,3/8/2015,4:06,
A2HSCKH5NKN5LP,4,filler,59,The alum was offended by the solicitor because he asked very personal questions.,Did the alum receive someone/something?,f39,No,No,3/8/2015,4:06,
A2HSCKH5NKN5LP,4,trans/intrans,2,The business profited from the contract.,Did the contract profit from anything?,5PP,No,No,3/8/2015,4:06,
A2HSCKH5NKN5LP,4,trans/intrans,18,The businessman benefited from the tax law.,Did the tax law benefit from anything?,1PP,No,No,3/8/2015,4:06,
A2HSCKH5NKN5LP,4,filler,43,The runner filled a bottle with cold tap water.,Did the runner receive someone/something?,f23,No,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,23,The terrorist assassinated the newsman in cold blood.,Did the terrorist kill someone/something?,f3,Yes,Yes,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,26,The spy monitored a baroness for several months.,Did the spy watch someone/something?,f6,Yes,Yes,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,53,The intern begged a programmer to edit the program because it was due the next day.,Did the intern receive someone/something?,f33,No,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,58,The cheerleader was treated by a doctor who had been watching the game.,Did the cheerleader call someone/something?,f38,No,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,54,The surgeon called for a nurse to assist him with the operation.,Did the nurse receive someone/something?,f34,No,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,30,The pirate stole the booty from an officer.,Did the pirate steal someone/something?,f10,Yes,Yes,3/8/2015,4:07,
A2HSCKH5NKN5LP,Yes,filler,f16,The translator found a car for the ambassador because he could no,2t speak Lebanese.,Was a car found for someone/something?,36,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,22,The commissioner wrote a report for the chairman.,Did the commissioner write someone/something?,f2,Yes,Yes,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,41,The playwright selected the understudy because of his resemblance to the lead actor.,Did the understudy receive someone/something?,f21,No,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,45,The dealer shuffled the deck before distributing the cards.,Did the cards receive someone/something?,f25,No,No,3/8/2015,4:07,
A2HSCKH5NKN5LP,4,filler,44,The sculptor brought a shell from the ocean floor.,Did the shell receive someone/something?,f24,No,No,3/8/2015,4:08,
A2HSCKH5NKN5LP,4,trans/intrans,19,The intense practice benefited the player.,Did the player benefit from anything?,2TI,No,Yes,3/8/2015,4:08,
A2HSCKH5NKN5LP,4,filler,57,The jewelry-maker was commissioned by the millionaire.,Did the millionaire receive someone/something?,f37,No,No,3/8/2015,4:08,
A2HSCKH5NKN5LP,4,filler,55,The beekeeper selected a honeycomb carefully from a hive of swarming bees.,Did the beekeeper eat someone/something?,f35,No,No,3/8/2015,4:08,
A2HSCKH5NKN5LP,4,trans/intrans,17,The microwave defrosted the broccoli.,Was the broccoli defrosted by anything?,20TP,Yes,Yes,3/8/2015,4:09,
A2HSCKH5NKN5LP,4,trans/intrans,1,The bribes profited the corrupt politicians.,Did the politicians profit from anything?,4TP,Yes,Yes,3/8/2015,4:09,
A2HSCKH5NKN5LP,4,trans/intrans,4,The new medicine deteriorated from the patient's condition.,Did the medicine deteriorate from anything?,7PI,Yes,Yes,3/8/2015,4:09,
A2HSCKH5NKN5LP,4,filler,48,The rioter stapled the sign to a bulletin board in the corridor.,Did the rioter receive someone/something?,f28,No,No,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,filler,39,The robot killed a scientist before escaping from the laboratory.,Did the robot escape from someone/something?,f19,Yes,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,filler,35,The defendant misled a juryman when she said that she worked for the government.,Was the juryman misled by someone/something?,f15,Yes,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,trans/intrans,15,The house shattered the earthquake.,Was the house shattered by anything?,18TI,No,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,trans/intrans,6,The soil deteriorated from the long drought.,Did the drought deteriorate from anything?,9PP,No,No,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,trans/intrans,16,The oven defrosted inside the lasagna.,Was the oven defrosted by anything?,19PI,Yes,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,trans/intrans,20,The extra time benefited from the child with a learning disability.,Did the extra time benefit from anything?,3PI,Yes,No,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,filler,37,The acrobat respected the ballerina because she went to Juilliard.,Was the ballerina respected by someone/something?,f17,Yes,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,filler,24,A legislator lied to the consultant about a new bill.,Did the legislator lie about someone/something?,f4,Yes,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,trans/intrans,3,The millionaire profited the tax reduction.,Did the millionaire profit from anything?,6TI,No,Yes,3/8/2015,4:10,
A2HSCKH5NKN5LP,4,filler,49,The paramedic helped an invalid into the brick building,Did the paramedic receive someone/something?,f29,No,Yes,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,filler,29,A socialite was greeted by the butler with a plate of caviar.,Did the butler greet someone/something?,f9,Yes,Yes,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,trans/intrans,7,The new sweatshirt shrank the washing machine.,Was the sweatshirt shrunken by anything?,10TI,No,No,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,filler,40,The preacher irritated a parishioner because she was used to shorter sermons.,Was the parishioner irritated by someone/something?,f20,Yes,No,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,filler,27,The witch was hanged by an executioner promptly at dawn.,Did the executioner hang someone/something?,f7,Yes,Yes,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,filler,47,The cameraman was paid to follow a bridesmaid down the aisle with his camera.,Did the cameraman volunteer to film someone/something?,f27,No,No,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,trans/intrans,9,The chemotherapy shrank the tumor.,Was the tumor shrunken by anything?,12TP,Yes,Yes,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,trans/intrans,12,The microwave melted inside the butter.,Was the microwave melted by anything?,15PI,Yes,No,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,filler,33,The supplier described a scenario for the class after explaining basic concepts.,Did the supplier explain someone/something?,f13,Yes,Yes,3/8/2015,4:11,
A2HSCKH5NKN5LP,4,trans/intrans,5,The bad lighting deteriorated the woman's eyesight.,Did the woman's eyesight deteriorate from anything?,8TP,Yes,Yes,3/8/2015,4:12,
